created_at,full_text,labeling,corrected_text,stop_word,tokenize
2025-11-18T15:27:08.000Z,main mahjong ways pola gacor malam ini x manual x auto gas mahjong maxwin pinjol stopjudionline,positif,main mahjong ways pola menang terus malam ini x manual x auto gas mahjong maxwin pinjaman online stopjudionline,main mahjong ways pola menang terus malam x manual x auto gas mahjong maxwin pinjaman online stopjudionline,"['main', 'mahjong', 'ways', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'mahjong', 'maxwin', 'pinjaman', 'online', 'stopjudionline']"
2025-11-18T15:32:31.000Z,wd berapapun pasti dibayar main koi gate rtp anti rungkad klik link di bio mahjong stopjudionline,positif,penarikan dana berapapun pasti dibayar main koi gate rtp anti rungkad klik tautan di biografi mahjong stopjudionline,penarikan dana berapapun dibayar main koi gate rtp anti rungkad klik tautan biografi mahjong stopjudionline,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'koi', 'gate', 'rtp', 'anti', 'rungkad', 'klik', 'tautan', 'biografi', 'mahjong', 'stopjudionline']"
2025-11-18T18:19:06.000Z,info rtp live terupdate main starlight princess pola gacor malam ini x manual x auto klik link di bio stopjudionline mahjong,positif,informasi rtp live terupdate main starlight princess pola menang terus malam ini x manual x auto klik tautan di biografi stopjudionline mahjong,informasi rtp live terupdate main starlight princess pola menang terus malam x manual x auto klik tautan biografi stopjudionline mahjong,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'starlight', 'princess', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'klik', 'tautan', 'biografi', 'stopjudionline', 'mahjong']"
2025-11-18T18:23:11.000Z,info rtp live terupdate main sweet bonanza scatter turun terus link alternatif slotgacorhariini mahjong,positif,informasi rtp live terupdate main sweet bonanza simbol menang turun terus tautan alternatif slotgacorhariini mahjong,informasi rtp live terupdate main sweet bonanza simbol menang turun terus tautan alternatif slotgacorhariini mahjong,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'sweet', 'bonanza', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'slotgacorhariini', 'mahjong']"
2025-11-18T23:56:28.000Z,laki gw ludes duitnya buat judi onlen bikin emosi,negatif,laki saya habis duitnya buat judi onlen bikin emosi,laki saya habis duitnya buat judi onlen bikin emosi,"['laki', 'saya', 'habis', 'duitnya', 'buat', 'judi', 'onlen', 'bikin', 'emosi']"
2025-11-19T01:46:31.000Z,bonus new member main mahjong ways scatter turun terus daftar sekarang judionline rtplive,positif,bonus new member main mahjong ways simbol menang turun terus daftar sekarang judionline rtplive,bonus new member main mahjong ways simbol menang turun terus daftar sekarang judionline rtplive,"['bonus', 'new', 'member', 'main', 'mahjong', 'ways', 'simbol', 'menang', 'turun', 'terus', 'daftar', 'sekarang', 'judionline', 'rtplive']"
2025-11-19T04:16:19.000Z,info pola bang,netral,informasi pola bang,informasi pola bang,"['informasi', 'pola', 'bang']"
2025-11-19T10:17:16.000Z,gacor parah bosku main gates of olympus scatter turun terus link alternatif stopjudionline maxwin maxwin,positif,menang terus parah bosku main gates of olympus simbol menang turun terus tautan alternatif stopjudionline maxwin maxwin,menang terus parah bosku main gates of olympus simbol menang turun terus tautan alternatif stopjudionline maxwin maxwin,"['menang', 'terus', 'parah', 'bosku', 'main', 'gates', 'of', 'olympus', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'stopjudionline', 'maxwin', 'maxwin']"
2025-11-19T11:45:07.000Z,gacor parah bosku main gates of olympus pola gacor malam ini x manual x auto klik link di bio stopjudionline stopjudionline,positif,menang terus parah bosku main gates of olympus pola menang terus malam ini x manual x auto klik tautan di biografi stopjudionline stopjudionline,menang terus parah bosku main gates of olympus pola menang terus malam x manual x auto klik tautan biografi stopjudionline stopjudionline,"['menang', 'terus', 'parah', 'bosku', 'main', 'gates', 'of', 'olympus', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'klik', 'tautan', 'biografi', 'stopjudionline', 'stopjudionline']"
2025-11-19T12:13:14.000Z,rungkad lur,netral,rungkad lur,rungkad lur,"['rungkad', 'lur']"
2025-11-19T12:50:35.000Z,depo brp bang,netral,setoran dana brp bang,setoran dana brp bang,"['setoran', 'dana', 'brp', 'bang']"
2025-11-19T15:40:26.000Z,wd berapapun pasti dibayar main mahjong ways rtp anti rungkad gas rungkad judionline stopjudionline rungkad,positif,penarikan dana berapapun pasti dibayar main mahjong ways rtp anti rungkad gas rungkad judionline stopjudionline rungkad,penarikan dana berapapun dibayar main mahjong ways rtp anti rungkad gas rungkad judionline stopjudionline rungkad,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'mahjong', 'ways', 'rtp', 'anti', 'rungkad', 'gas', 'rungkad', 'judionline', 'stopjudionline', 'rungkad']"
2025-11-19T15:46:15.000Z,maxwin menanti main koi gate depo k main sepuasnya klik link di bio rungkad,positif,maxwin menanti main koi gate setoran dana k main sepuasnya klik tautan di biografi rungkad,maxwin menanti main koi gate setoran dana k main sepuasnya klik tautan biografi rungkad,"['maxwin', 'menanti', 'main', 'koi', 'gate', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'klik', 'tautan', 'biografi', 'rungkad']"
2025-11-19T16:24:49.000Z,wd berapapun pasti dibayar main gates of olympus scatter turun terus gas judionline rungkad judionline stopjudionline,positif,penarikan dana berapapun pasti dibayar main gates of olympus simbol menang turun terus gas judionline rungkad judionline stopjudionline,penarikan dana berapapun dibayar main gates of olympus simbol menang turun terus gas judionline rungkad judionline stopjudionline,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'gates', 'of', 'olympus', 'simbol', 'menang', 'turun', 'terus', 'gas', 'judionline', 'rungkad', 'judionline', 'stopjudionline']"
2025-11-19T16:31:32.000Z,maxwin menanti main koi gate pola gacor malam ini x manual x auto gas rtplive pinjol zeus rtplive,positif,maxwin menanti main koi gate pola menang terus malam ini x manual x auto gas rtplive pinjaman online zeus rtplive,maxwin menanti main koi gate pola menang terus malam x manual x auto gas rtplive pinjaman online zeus rtplive,"['maxwin', 'menanti', 'main', 'koi', 'gate', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'rtplive', 'pinjaman', 'online', 'zeus', 'rtplive']"
2025-11-19T16:35:48.000Z,maxwin menanti main sweet bonanza scatter turun terus daftar sekarang slotgacorhariini judionline pinjol stopjudionline,positif,maxwin menanti main sweet bonanza simbol menang turun terus daftar sekarang slotgacorhariini judionline pinjaman online stopjudionline,maxwin menanti main sweet bonanza simbol menang turun terus daftar sekarang slotgacorhariini judionline pinjaman online stopjudionline,"['maxwin', 'menanti', 'main', 'sweet', 'bonanza', 'simbol', 'menang', 'turun', 'terus', 'daftar', 'sekarang', 'slotgacorhariini', 'judionline', 'pinjaman', 'online', 'stopjudionline']"
2025-11-19T16:48:06.000Z,gacor parah bosku main sweet bonanza scatter turun terus gas slotgacorhariini pinjol slotgacorhariini,positif,menang terus parah bosku main sweet bonanza simbol menang turun terus gas slotgacorhariini pinjaman online slotgacorhariini,menang terus parah bosku main sweet bonanza simbol menang turun terus gas slotgacorhariini pinjaman online slotgacorhariini,"['menang', 'terus', 'parah', 'bosku', 'main', 'sweet', 'bonanza', 'simbol', 'menang', 'turun', 'terus', 'gas', 'slotgacorhariini', 'pinjaman', 'online', 'slotgacorhariini']"
2025-11-19T22:05:03.000Z,main koi gate rtp anti rungkad daftar sekarang slotgacor slotgacor rtplive,positif,main koi gate rtp anti rungkad daftar sekarang slotgacor slotgacor rtplive,main koi gate rtp anti rungkad daftar sekarang slotgacor slotgacor rtplive,"['main', 'koi', 'gate', 'rtp', 'anti', 'rungkad', 'daftar', 'sekarang', 'slotgacor', 'slotgacor', 'rtplive']"
2025-11-20T02:18:03.000Z,bonus new member main starlight princess rtp anti rungkad gas rtplive slotgacorhariini,positif,bonus new member main starlight princess rtp anti rungkad gas rtplive slotgacorhariini,bonus new member main starlight princess rtp anti rungkad gas rtplive slotgacorhariini,"['bonus', 'new', 'member', 'main', 'starlight', 'princess', 'rtp', 'anti', 'rungkad', 'gas', 'rtplive', 'slotgacorhariini']"
2025-11-20T02:24:14.000Z,gacor parah bosku main koi gate scatter turun terus link alternatif slotgacorhariini rungkad,positif,menang terus parah bosku main koi gate simbol menang turun terus tautan alternatif slotgacorhariini rungkad,menang terus parah bosku main koi gate simbol menang turun terus tautan alternatif slotgacorhariini rungkad,"['menang', 'terus', 'parah', 'bosku', 'main', 'koi', 'gate', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'slotgacorhariini', 'rungkad']"
2025-11-20T02:50:00.000Z,bonus new member main mahjong ways rtp anti rungkad klik link di bio rungkad,positif,bonus new member main mahjong ways rtp anti rungkad klik tautan di biografi rungkad,bonus new member main mahjong ways rtp anti rungkad klik tautan biografi rungkad,"['bonus', 'new', 'member', 'main', 'mahjong', 'ways', 'rtp', 'anti', 'rungkad', 'klik', 'tautan', 'biografi', 'rungkad']"
2025-11-20T04:13:35.000Z,temen gw sampe jual motor buat scatter tolong lah polisi tangkep,negatif,temen saya sampe jual motor buat simbol menang tolong lah polisi tangkep,temen saya jual motor buat simbol menang polisi tangkep,"['temen', 'saya', 'jual', 'motor', 'buat', 'simbol', 'menang', 'polisi', 'tangkep']"
2025-11-20T04:42:01.000Z,tetangga sampe jual motor buat scatter bangsat emang,negatif,tetangga sampe jual motor buat simbol menang bangsat emang,tetangga jual motor buat simbol menang bangsat emang,"['tetangga', 'jual', 'motor', 'buat', 'simbol', 'menang', 'bangsat', 'emang']"
2025-11-20T07:40:14.000Z,main gates of olympus scatter turun terus link alternatif zeus rtplive slotgacor,positif,main gates of olympus simbol menang turun terus tautan alternatif zeus rtplive slotgacor,main gates of olympus simbol menang turun terus tautan alternatif zeus rtplive slotgacor,"['main', 'gates', 'of', 'olympus', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'zeus', 'rtplive', 'slotgacor']"
2025-11-20T07:48:17.000Z,anjay,netral,anjay,anjay,['anjay']
2025-11-20T08:00:02.000Z,main koi gate scatter turun terus link alternatif slotgacor maxwin,positif,main koi gate simbol menang turun terus tautan alternatif slotgacor maxwin,main koi gate simbol menang turun terus tautan alternatif slotgacor maxwin,"['main', 'koi', 'gate', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'slotgacor', 'maxwin']"
2025-11-20T09:05:26.000Z,wd berapapun pasti dibayar main koi gate pola gacor malam ini x manual x auto link alternatif rungkad pinjol mahjong pinjol,positif,penarikan dana berapapun pasti dibayar main koi gate pola menang terus malam ini x manual x auto tautan alternatif rungkad pinjaman online mahjong pinjaman online,penarikan dana berapapun dibayar main koi gate pola menang terus malam x manual x auto tautan alternatif rungkad pinjaman online mahjong pinjaman online,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'koi', 'gate', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'tautan', 'alternatif', 'rungkad', 'pinjaman', 'online', 'mahjong', 'pinjaman', 'online']"
2025-11-20T11:56:23.000Z,gacor parah bosku main starlight princess depo k main sepuasnya daftar sekarang mahjong slotgacor pinjol judionline,positif,menang terus parah bosku main starlight princess setoran dana k main sepuasnya daftar sekarang mahjong slotgacor pinjaman online judionline,menang terus parah bosku main starlight princess setoran dana k main sepuasnya daftar sekarang mahjong slotgacor pinjaman online judionline,"['menang', 'terus', 'parah', 'bosku', 'main', 'starlight', 'princess', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'daftar', 'sekarang', 'mahjong', 'slotgacor', 'pinjaman', 'online', 'judionline']"
2025-11-20T17:09:22.000Z,malah promosi,netral,malah promosi,promosi,['promosi']
2025-11-20T23:16:45.000Z,malah promosi,netral,malah promosi,promosi,['promosi']
2025-11-21T03:56:24.000Z,gacor parah bosku main sweet bonanza scatter turun terus gas slotgacor,positif,menang terus parah bosku main sweet bonanza simbol menang turun terus gas slotgacor,menang terus parah bosku main sweet bonanza simbol menang turun terus gas slotgacor,"['menang', 'terus', 'parah', 'bosku', 'main', 'sweet', 'bonanza', 'simbol', 'menang', 'turun', 'terus', 'gas', 'slotgacor']"
2025-11-21T05:22:15.000Z,wd berapapun pasti dibayar main gates of olympus rtp anti rungkad daftar sekarang mahjong rtplive,positif,penarikan dana berapapun pasti dibayar main gates of olympus rtp anti rungkad daftar sekarang mahjong rtplive,penarikan dana berapapun dibayar main gates of olympus rtp anti rungkad daftar sekarang mahjong rtplive,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'gates', 'of', 'olympus', 'rtp', 'anti', 'rungkad', 'daftar', 'sekarang', 'mahjong', 'rtplive']"
2025-11-21T06:08:14.000Z,berita kominfo memblokir ratusan situs situs slot kunjungi,netral,berita kominfo memblokir ratusan situs situs permainan kunjungi,berita kominfo memblokir ratusan situs situs permainan kunjungi,"['berita', 'kominfo', 'memblokir', 'ratusan', 'situs', 'situs', 'permainan', 'kunjungi']"
2025-11-21T11:37:51.000Z,info rtp live terupdate main sweet bonanza depo k main sepuasnya link alternatif pinjol maxwin judionline,positif,informasi rtp live terupdate main sweet bonanza setoran dana k main sepuasnya tautan alternatif pinjaman online maxwin judionline,informasi rtp live terupdate main sweet bonanza setoran dana k main sepuasnya tautan alternatif pinjaman online maxwin judionline,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'sweet', 'bonanza', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'tautan', 'alternatif', 'pinjaman', 'online', 'maxwin', 'judionline']"
2025-11-21T13:29:18.000Z,wd berapapun pasti dibayar main mahjong ways rtp anti rungkad link alternatif rtplive stopjudionline,positif,penarikan dana berapapun pasti dibayar main mahjong ways rtp anti rungkad tautan alternatif rtplive stopjudionline,penarikan dana berapapun dibayar main mahjong ways rtp anti rungkad tautan alternatif rtplive stopjudionline,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'mahjong', 'ways', 'rtp', 'anti', 'rungkad', 'tautan', 'alternatif', 'rtplive', 'stopjudionline']"
2025-11-21T14:00:40.000Z,laki gw ketagihan judi onlen kapan sadarnya sih,negatif,laki saya ketagihan judi onlen kapan sadarnya sih,laki saya ketagihan judi onlen kapan sadarnya,"['laki', 'saya', 'ketagihan', 'judi', 'onlen', 'kapan', 'sadarnya']"
2025-11-21T14:22:39.000Z,main mahjong ways scatter turun terus klik link di bio maxwin rungkad,positif,main mahjong ways simbol menang turun terus klik tautan di biografi maxwin rungkad,main mahjong ways simbol menang turun terus klik tautan biografi maxwin rungkad,"['main', 'mahjong', 'ways', 'simbol', 'menang', 'turun', 'terus', 'klik', 'tautan', 'biografi', 'maxwin', 'rungkad']"
2025-11-21T15:36:15.000Z,bonus new member main starlight princess rtp anti rungkad gas zeus rungkad zeus maxwin,positif,bonus new member main starlight princess rtp anti rungkad gas zeus rungkad zeus maxwin,bonus new member main starlight princess rtp anti rungkad gas zeus rungkad zeus maxwin,"['bonus', 'new', 'member', 'main', 'starlight', 'princess', 'rtp', 'anti', 'rungkad', 'gas', 'zeus', 'rungkad', 'zeus', 'maxwin']"
2025-11-21T16:39:51.000Z,ya gmn namanya jg judi,netral,ya bagaimana namanya juga judi,bagaimana namanya judi,"['bagaimana', 'namanya', 'judi']"
2025-11-21T18:37:08.000Z,berita ppatk temukan aliran dana triliunan terkait judi online baca artikelnya,netral,berita ppatk temukan aliran dana triliunan terkait judi online baca artikelnya,berita ppatk temukan aliran dana triliunan terkait judi online baca artikelnya,"['berita', 'ppatk', 'temukan', 'aliran', 'dana', 'triliunan', 'terkait', 'judi', 'online', 'baca', 'artikelnya']"
2025-11-21T22:25:23.000Z,bapaknya gila main scatter keluarga berantakan,negatif,bapaknya gila main simbol menang keluarga berantakan,bapaknya gila main simbol menang keluarga berantakan,"['bapaknya', 'gila', 'main', 'simbol', 'menang', 'keluarga', 'berantakan']"
2025-11-21T22:27:57.000Z,info rtp live terupdate main mahjong ways rtp anti rungkad gas rtplive,positif,informasi rtp live terupdate main mahjong ways rtp anti rungkad gas rtplive,informasi rtp live terupdate main mahjong ways rtp anti rungkad gas rtplive,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'mahjong', 'ways', 'rtp', 'anti', 'rungkad', 'gas', 'rtplive']"
2025-11-22T00:17:16.000Z,tetangga gila main slot tolong lah polisi tangkep,negatif,tetangga gila main permainan tolong lah polisi tangkep,tetangga gila main permainan polisi tangkep,"['tetangga', 'gila', 'main', 'permainan', 'polisi', 'tangkep']"
2025-11-22T00:56:30.000Z,anjay,netral,anjay,anjay,['anjay']
2025-11-22T01:01:23.000Z,berita ppatk temukan aliran dana triliunan terkait situs slot kunjungi,netral,berita ppatk temukan aliran dana triliunan terkait situs permainan kunjungi,berita ppatk temukan aliran dana triliunan terkait situs permainan kunjungi,"['berita', 'ppatk', 'temukan', 'aliran', 'dana', 'triliunan', 'terkait', 'situs', 'permainan', 'kunjungi']"
2025-11-22T02:50:12.000Z,polisi berhasil menggerebek markas sindikat judol internasional selengkapnya,netral,polisi berhasil menggerebek markas sindikat judi online internasional selengkapnya,polisi berhasil menggerebek markas sindikat judi online internasional selengkapnya,"['polisi', 'berhasil', 'menggerebek', 'markas', 'sindikat', 'judi', 'online', 'internasional', 'selengkapnya']"
2025-11-22T03:56:15.000Z,maxwin menanti main starlight princess rtp anti rungkad daftar sekarang judionline rungkad zeus rungkad,positif,maxwin menanti main starlight princess rtp anti rungkad daftar sekarang judionline rungkad zeus rungkad,maxwin menanti main starlight princess rtp anti rungkad daftar sekarang judionline rungkad zeus rungkad,"['maxwin', 'menanti', 'main', 'starlight', 'princess', 'rtp', 'anti', 'rungkad', 'daftar', 'sekarang', 'judionline', 'rungkad', 'zeus', 'rungkad']"
2025-11-22T03:58:42.000Z,berita ojk ingatkan bahaya pinjol dan situs slot kunjungi,netral,berita ojk ingatkan bahaya pinjaman online dan situs permainan kunjungi,berita ojk ingatkan bahaya pinjaman online situs permainan kunjungi,"['berita', 'ojk', 'ingatkan', 'bahaya', 'pinjaman', 'online', 'situs', 'permainan', 'kunjungi']"
2025-11-22T06:01:00.000Z,depo brp bang,netral,setoran dana brp bang,setoran dana brp bang,"['setoran', 'dana', 'brp', 'bang']"
2025-11-22T08:59:16.000Z,berita polisi berhasil menggerebek markas judi online selengkapnya,netral,berita polisi berhasil menggerebek markas judi online selengkapnya,berita polisi berhasil menggerebek markas judi online selengkapnya,"['berita', 'polisi', 'berhasil', 'menggerebek', 'markas', 'judi', 'online', 'selengkapnya']"
2025-11-22T09:05:57.000Z,maxwin menanti main gates of olympus rtp anti rungkad link alternatif rtplive rtplive rungkad,positif,maxwin menanti main gates of olympus rtp anti rungkad tautan alternatif rtplive rtplive rungkad,maxwin menanti main gates of olympus rtp anti rungkad tautan alternatif rtplive rtplive rungkad,"['maxwin', 'menanti', 'main', 'gates', 'of', 'olympus', 'rtp', 'anti', 'rungkad', 'tautan', 'alternatif', 'rtplive', 'rtplive', 'rungkad']"
2025-11-22T09:52:20.000Z,maxwin menanti main mahjong ways rtp anti rungkad klik link di bio slotgacorhariini,positif,maxwin menanti main mahjong ways rtp anti rungkad klik tautan di biografi slotgacorhariini,maxwin menanti main mahjong ways rtp anti rungkad klik tautan biografi slotgacorhariini,"['maxwin', 'menanti', 'main', 'mahjong', 'ways', 'rtp', 'anti', 'rungkad', 'klik', 'tautan', 'biografi', 'slotgacorhariini']"
2025-11-22T11:09:43.000Z,main sweet bonanza depo k main sepuasnya daftar sekarang pinjol zeus zeus slotgacor,positif,main sweet bonanza setoran dana k main sepuasnya daftar sekarang pinjaman online zeus zeus slotgacor,main sweet bonanza setoran dana k main sepuasnya daftar sekarang pinjaman online zeus zeus slotgacor,"['main', 'sweet', 'bonanza', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'daftar', 'sekarang', 'pinjaman', 'online', 'zeus', 'zeus', 'slotgacor']"
2025-11-22T11:34:46.000Z,adik kelas sampe jual motor buat judi onlen keluarga berantakan,negatif,adik kelas sampe jual motor buat judi onlen keluarga berantakan,adik kelas jual motor buat judi onlen keluarga berantakan,"['adik', 'kelas', 'jual', 'motor', 'buat', 'judi', 'onlen', 'keluarga', 'berantakan']"
2025-11-22T19:36:07.000Z,maxwin menanti main gates of olympus pola gacor malam ini x manual x auto daftar sekarang slotgacorhariini judionline rtplive stopjudionline,positif,maxwin menanti main gates of olympus pola menang terus malam ini x manual x auto daftar sekarang slotgacorhariini judionline rtplive stopjudionline,maxwin menanti main gates of olympus pola menang terus malam x manual x auto daftar sekarang slotgacorhariini judionline rtplive stopjudionline,"['maxwin', 'menanti', 'main', 'gates', 'of', 'olympus', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'daftar', 'sekarang', 'slotgacorhariini', 'judionline', 'rtplive', 'stopjudionline']"
2025-11-22T21:06:23.000Z,berita polisi berhasil menggerebek markas situs slot kunjungi,netral,berita polisi berhasil menggerebek markas situs permainan kunjungi,berita polisi berhasil menggerebek markas situs permainan kunjungi,"['berita', 'polisi', 'berhasil', 'menggerebek', 'markas', 'situs', 'permainan', 'kunjungi']"
2025-11-22T23:03:13.000Z,wd berapapun pasti dibayar main gates of olympus pola gacor malam ini x manual x auto daftar sekarang judionline pinjol,positif,penarikan dana berapapun pasti dibayar main gates of olympus pola menang terus malam ini x manual x auto daftar sekarang judionline pinjaman online,penarikan dana berapapun dibayar main gates of olympus pola menang terus malam x manual x auto daftar sekarang judionline pinjaman online,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'gates', 'of', 'olympus', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'daftar', 'sekarang', 'judionline', 'pinjaman', 'online']"
2025-11-23T00:21:57.000Z,maxwin menanti main starlight princess depo k main sepuasnya link alternatif rungkad stopjudionline mahjong rtplive,positif,maxwin menanti main starlight princess setoran dana k main sepuasnya tautan alternatif rungkad stopjudionline mahjong rtplive,maxwin menanti main starlight princess setoran dana k main sepuasnya tautan alternatif rungkad stopjudionline mahjong rtplive,"['maxwin', 'menanti', 'main', 'starlight', 'princess', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'tautan', 'alternatif', 'rungkad', 'stopjudionline', 'mahjong', 'rtplive']"
2025-11-23T06:38:09.000Z,maxwin menanti main sweet bonanza scatter turun terus klik link di bio stopjudionline,positif,maxwin menanti main sweet bonanza simbol menang turun terus klik tautan di biografi stopjudionline,maxwin menanti main sweet bonanza simbol menang turun terus klik tautan biografi stopjudionline,"['maxwin', 'menanti', 'main', 'sweet', 'bonanza', 'simbol', 'menang', 'turun', 'terus', 'klik', 'tautan', 'biografi', 'stopjudionline']"
2025-11-23T07:17:24.000Z,main mahjong ways scatter turun terus daftar sekarang maxwin,positif,main mahjong ways simbol menang turun terus daftar sekarang maxwin,main mahjong ways simbol menang turun terus daftar sekarang maxwin,"['main', 'mahjong', 'ways', 'simbol', 'menang', 'turun', 'terus', 'daftar', 'sekarang', 'maxwin']"
2025-11-23T08:26:27.000Z,info rtp live terupdate main gates of olympus scatter turun terus link alternatif rtplive judionline mahjong maxwin,positif,informasi rtp live terupdate main gates of olympus simbol menang turun terus tautan alternatif rtplive judionline mahjong maxwin,informasi rtp live terupdate main gates of olympus simbol menang turun terus tautan alternatif rtplive judionline mahjong maxwin,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'gates', 'of', 'olympus', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'rtplive', 'judionline', 'mahjong', 'maxwin']"
2025-11-23T08:41:52.000Z,gacor parah bosku main starlight princess pola gacor malam ini x manual x auto gas mahjong rtplive maxwin,positif,menang terus parah bosku main starlight princess pola menang terus malam ini x manual x auto gas mahjong rtplive maxwin,menang terus parah bosku main starlight princess pola menang terus malam x manual x auto gas mahjong rtplive maxwin,"['menang', 'terus', 'parah', 'bosku', 'main', 'starlight', 'princess', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'mahjong', 'rtplive', 'maxwin']"
2025-11-23T09:58:47.000Z,main mahjong ways rtp anti rungkad daftar sekarang rtplive rungkad rungkad slotgacorhariini,positif,main mahjong ways rtp anti rungkad daftar sekarang rtplive rungkad rungkad slotgacorhariini,main mahjong ways rtp anti rungkad daftar sekarang rtplive rungkad rungkad slotgacorhariini,"['main', 'mahjong', 'ways', 'rtp', 'anti', 'rungkad', 'daftar', 'sekarang', 'rtplive', 'rungkad', 'rungkad', 'slotgacorhariini']"
2025-11-23T10:27:04.000Z,main mahjong ways depo k main sepuasnya klik link di bio slotgacorhariini pinjol rtplive,positif,main mahjong ways setoran dana k main sepuasnya klik tautan di biografi slotgacorhariini pinjaman online rtplive,main mahjong ways setoran dana k main sepuasnya klik tautan biografi slotgacorhariini pinjaman online rtplive,"['main', 'mahjong', 'ways', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'klik', 'tautan', 'biografi', 'slotgacorhariini', 'pinjaman', 'online', 'rtplive']"
2025-11-23T12:27:10.000Z,gacor parah bosku main koi gate scatter turun terus gas pinjol mahjong,positif,menang terus parah bosku main koi gate simbol menang turun terus gas pinjaman online mahjong,menang terus parah bosku main koi gate simbol menang turun terus gas pinjaman online mahjong,"['menang', 'terus', 'parah', 'bosku', 'main', 'koi', 'gate', 'simbol', 'menang', 'turun', 'terus', 'gas', 'pinjaman', 'online', 'mahjong']"
2025-11-23T14:23:22.000Z,malah promosi,netral,malah promosi,promosi,['promosi']
2025-11-23T15:31:16.000Z,bonus new member main gates of olympus pola gacor malam ini x manual x auto daftar sekarang rtplive maxwin rtplive,positif,bonus new member main gates of olympus pola menang terus malam ini x manual x auto daftar sekarang rtplive maxwin rtplive,bonus new member main gates of olympus pola menang terus malam x manual x auto daftar sekarang rtplive maxwin rtplive,"['bonus', 'new', 'member', 'main', 'gates', 'of', 'olympus', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'daftar', 'sekarang', 'rtplive', 'maxwin', 'rtplive']"
2025-11-23T17:41:23.000Z,info rtp live terupdate main mahjong ways scatter turun terus link alternatif mahjong stopjudionline mahjong,positif,informasi rtp live terupdate main mahjong ways simbol menang turun terus tautan alternatif mahjong stopjudionline mahjong,informasi rtp live terupdate main mahjong ways simbol menang turun terus tautan alternatif mahjong stopjudionline mahjong,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'mahjong', 'ways', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'mahjong', 'stopjudionline', 'mahjong']"
2025-11-23T18:16:21.000Z,berita ppatk temukan aliran dana triliunan terkait sindikat judol internasional kunjungi,netral,berita ppatk temukan aliran dana triliunan terkait sindikat judi online internasional kunjungi,berita ppatk temukan aliran dana triliunan terkait sindikat judi online internasional kunjungi,"['berita', 'ppatk', 'temukan', 'aliran', 'dana', 'triliunan', 'terkait', 'sindikat', 'judi', 'online', 'internasional', 'kunjungi']"
2025-11-23T18:19:30.000Z,bapaknya hancur gara scatter kapan sadarnya sih,negatif,bapaknya hancur gara simbol menang kapan sadarnya sih,bapaknya hancur gara simbol menang kapan sadarnya,"['bapaknya', 'hancur', 'gara', 'simbol', 'menang', 'kapan', 'sadarnya']"
2025-11-23T22:15:43.000Z,info terkini ppatk temukan aliran dana triliunan terkait sindikat judol internasional kunjungi,netral,informasi terkini ppatk temukan aliran dana triliunan terkait sindikat judi online internasional kunjungi,informasi terkini ppatk temukan aliran dana triliunan terkait sindikat judi online internasional kunjungi,"['informasi', 'terkini', 'ppatk', 'temukan', 'aliran', 'dana', 'triliunan', 'terkait', 'sindikat', 'judi', 'online', 'internasional', 'kunjungi']"
