created_at,full_text,labeling,corrected_text
2025-11-16T17:13:05.000Z,fix lagi rame banget dibahas hati hati game judi online semoga cepet kelar masalahnya,netral,pasti lagi rame banget dibahas hati hati game judi online semoga cepet selesai masalahnya
2025-11-16T18:47:12.000Z,info dong pembodohan banget jangan sampe nyesel belakangan game judi online njir,negatif,informasi dong pembodohan banget jangan sampe menyesal belakangan game judi online waduh
2025-11-16T20:08:48.000Z,lagi banyak dirazia ada yang tau infonya hati hati link judi online,netral,lagi banyak dirazia ada yang tau infonya hati hati tautan judi online
2025-11-16T23:05:38.000Z,asli situs judi online liat berita orang ampe bundir ga ada untungnya,negatif,asli situs judi online lihat berita orang sampai bunuh diri tidak ada untungnya
2025-11-16T23:17:42.000Z,bikin keluarga berantakan guys polisi tolong gercep judi online bgt,negatif,bikin keluarga berantakan guys polisi tolong gerak cepat judi online banget
2025-11-16T23:37:06.000Z,wah lagi gacor parah situs judi online info link terbaru,positif,wah lagi menang terus parah situs judi online informasi tautan terbaru
2025-11-17T06:00:41.000Z,game judi online miris bikin ancur hidup mantap polisi tolong gercep,negatif,game judi online miris bikin hancur hidup mantap polisi tolong gerak cepat
2025-11-17T06:33:16.000Z,link judi online bikin orang gila mantap tolong kapok bgt nyoba,negatif,tautan judi online bikin orang gila mantap tolong jera banget mencoba
2025-11-17T06:42:15.000Z,bgt meresahkan warga polisi tolong gercep judi online info dong,negatif,banget meresahkan warga polisi tolong gerak cepat judi online informasi dong
2025-11-17T07:25:51.000Z,wah judi online nipu banget parah tetangga gw utangnya numpuk,negatif,wah judi online menipu banget parah tetangga saya utangnya numpuk
2025-11-17T10:00:11.000Z,temen gw ampe jual motor info dong isinya settingan semua situs judi online bgt,negatif,temen saya sampai jual motor informasi dong isinya settingan semua situs judi online banget
2025-11-17T10:48:51.000Z,wah game judi online bikin orang gila iklan dmn bikin risih,negatif,wah game judi online bikin orang gila iklan dmn bikin tidak nyaman
2025-11-17T11:05:34.000Z,rekomen banget lah hati hati link judi online modal receh menang banyak mantap,positif,rekomen banget lah hati hati tautan judi online modal uang kecil menang banyak mantap
2025-11-17T17:03:50.000Z,gas nipu banget parah kapok bgt nyoba gila ya judi online,negatif,gas menipu banget parah jera banget mencoba gila ya judi online
2025-11-17T18:30:46.000Z,link judi online anak bini ga dikasih makan btw pembodohan banget parah,negatif,tautan judi online anak istri tidak dikasih makan btw pembodohan banget parah
2025-11-17T20:46:47.000Z,situs judi online lagi ditindak satgas bener bener gas penasaran dampaknya gimana,netral,situs judi online lagi ditindak satgas benar benar gas penasaran dampaknya gimana
2025-11-18T01:00:56.000Z,temen gw ampe jual motor hati hati pembodohan banget cuy situs judi online,negatif,temen saya sampai jual motor hati hati pembodohan banget teman situs judi online
2025-11-18T02:14:47.000Z,gila ya temen gw ampe jual motor game judi online bikin keluarga berantakan,negatif,gila ya temen saya sampai jual motor game judi online bikin keluarga berantakan
2025-11-18T02:36:15.000Z,wah parah penasaran dampaknya gimana lagi ditindak satgas game judi online,netral,wah parah penasaran dampaknya gimana lagi ditindak satgas game judi online
2025-11-18T05:49:17.000Z,miris judi online perlu edukasi lebih lanjut masuk berita nasional,netral,miris judi online perlu edukasi lebih lanjut masuk berita nasional
2025-11-18T05:55:14.000Z,brantas dong situs judi online guys pembodohan banget,negatif,berantas dong situs judi online guys pembodohan banget
2025-11-18T08:41:38.000Z,judi online mantap perlu edukasi lebih lanjut lagi ditindak satgas parah sih,netral,judi online mantap perlu edukasi lebih lanjut lagi ditindak satgas parah sih
2025-11-18T09:47:48.000Z,duit tabungan ludes parah sih pintu masuk pinjol njir judi online,negatif,uang tabungan habis parah sih pintu masuk pinjaman online waduh judi online
2025-11-18T12:20:10.000Z,anak bini ga dikasih makan tolong situs judi online gas nipu banget parah,negatif,anak istri tidak dikasih makan tolong situs judi online gas menipu banget parah
2025-11-18T15:09:36.000Z,bikin keluarga berantakan tolong situs judi online polisi tolong gercep,negatif,bikin keluarga berantakan tolong situs judi online polisi tolong gerak cepat
2025-11-18T15:13:08.000Z,masuk berita nasional perlu edukasi lebih lanjut tolong judi online,netral,masuk berita nasional perlu edukasi lebih lanjut tolong judi online
2025-11-18T15:27:08.000Z,gila ya anak bini ga dikasih makan ga ada untungnya game judi online cuy,negatif,gila ya anak istri tidak dikasih makan tidak ada untungnya game judi online teman
2025-11-18T15:32:31.000Z,game judi online isinya settingan semua woy duit tabungan ludes parah,negatif,game judi online isinya settingan semua hei uang tabungan habis parah
2025-11-18T18:19:06.000Z,tolong judi online parah wd gede banget info link terbaru,positif,tolong judi online parah penarikan dana gede banget informasi tautan terbaru
2025-11-18T18:23:11.000Z,perlu edukasi lebih lanjut hati hati link judi online masuk berita nasional wkwk,netral,perlu edukasi lebih lanjut hati hati tautan judi online masuk berita nasional tertawa
2025-11-18T23:56:28.000Z,judi online info dong anak bini ga dikasih makan pintu masuk pinjol,negatif,judi online informasi dong anak istri tidak dikasih makan pintu masuk pinjaman online
2025-11-19T01:46:31.000Z,wah iklan dmn bikin risih game judi online bgt pintu masuk pinjol,negatif,wah iklan dmn bikin tidak nyaman game judi online banget pintu masuk pinjaman online
2025-11-19T04:16:19.000Z,nipu banget parah judi online tetangga gw utangnya numpuk gas gila ya,negatif,menipu banget parah judi online tetangga saya utangnya numpuk gas gila ya
2025-11-19T10:17:16.000Z,btw ga ada untungnya jangan sampe nyesel belakangan situs judi online njir,negatif,btw tidak ada untungnya jangan sampe menyesal belakangan situs judi online waduh
2025-11-19T11:45:07.000Z,gila ya meresahkan warga bgt polisi tolong gercep judi online,negatif,gila ya meresahkan warga banget polisi tolong gerak cepat judi online
2025-11-19T12:13:14.000Z,miris game judi online cek bio sekarang mantap wd gede banget,positif,miris game judi online cek biografi sekarang mantap penarikan dana gede banget
2025-11-19T12:50:35.000Z,game judi online viral di sosial media katanya mau ditutup semua asli,netral,game judi online viral di sosial media katanya mau ditutup semua asli
2025-11-19T15:40:26.000Z,judi online polisi tolong gercep mantap woy bikin miskin mendadak,negatif,judi online polisi tolong gerak cepat mantap hei bikin miskin mendadak
2025-11-19T15:46:15.000Z,njir temen gw ampe jual motor situs judi online ngerusak masa depan guys,negatif,waduh temen saya sampai jual motor situs judi online ngerusak masa depan guys
2025-11-19T16:24:49.000Z,fix wah game judi online jangan sampe nyesel belakangan bikin orang gila,negatif,pasti wah game judi online jangan sampe menyesal belakangan bikin orang gila
2025-11-19T16:31:32.000Z,ga ada untungnya anak bini ga dikasih makan woy link judi online,negatif,tidak ada untungnya anak istri tidak dikasih makan hei tautan judi online
2025-11-19T16:35:48.000Z,hati hati duit tabungan ludes bikin orang gila link judi online cuy,negatif,hati hati uang tabungan habis bikin orang gila tautan judi online teman
2025-11-19T16:48:06.000Z,tolong situs judi online gas jackpot berkali kali hoki emang ga kemana,positif,tolong situs judi online gas jackpot berkali kali untung emang tidak kemana
2025-11-19T22:05:03.000Z,temen gw ampe jual motor bikin orang gila game judi online tolong mantap,negatif,temen saya sampai jual motor bikin orang gila game judi online tolong mantap
2025-11-20T02:18:03.000Z,perputarannya gila gilaan situs judi online tolong ada yang tau infonya,netral,perputarannya gila gilaan situs judi online tolong ada yang tau infonya
2025-11-20T02:24:14.000Z,njir duit tabungan ludes judi online guys ga ada untungnya,negatif,waduh uang tabungan habis judi online guys tidak ada untungnya
2025-11-20T02:50:00.000Z,situs judi online miris ngerusak mental brantas dong mantap,negatif,situs judi online miris ngerusak mental berantas dong mantap
2025-11-20T04:13:35.000Z,situs judi online tetangga gw utangnya numpuk asli mantap bikin miskin mendadak,negatif,situs judi online tetangga saya utangnya numpuk asli mantap bikin miskin mendadak
2025-11-20T04:42:01.000Z,miris judi online penasaran dampaknya gimana masuk berita nasional,netral,miris judi online penasaran dampaknya gimana masuk berita nasional
2025-11-20T07:40:14.000Z,jangan sampe nyesel belakangan asli bikin keluarga berantakan link judi online parah,negatif,jangan sampe menyesal belakangan asli bikin keluarga berantakan tautan judi online parah
2025-11-20T07:48:17.000Z,wd lancar jaya cuy woy cuan jt hari ini judi online,positif,penarikan dana lancar jaya teman hei untung jt hari ini judi online
2025-11-20T08:00:02.000Z,miris game judi online banyak akun yang kena suspend lagi rame banget dibahas,netral,miris game judi online banyak akun yang kena suspend lagi rame banget dibahas
2025-11-20T09:05:26.000Z,jangan sampe nyesel belakangan mantap woy game judi online nipu banget parah,negatif,jangan sampe menyesal belakangan mantap hei game judi online menipu banget parah
2025-11-20T11:56:23.000Z,langsung cair ga pake lama wkwk judi online bener bener lagi gacor parah,positif,langsung cair tidak pakai lama tertawa judi online benar benar lagi menang terus parah
2025-11-20T17:09:22.000Z,penasaran dampaknya gimana link judi online miris viral di sosial media,netral,penasaran dampaknya gimana tautan judi online miris viral di sosial media
2025-11-20T23:16:45.000Z,guys polisi tolong gercep ga ada untungnya link judi online,negatif,guys polisi tolong gerak cepat tidak ada untungnya tautan judi online
2025-11-21T03:56:24.000Z,bikin ancur hidup polisi tolong gercep woy game judi online,negatif,bikin hancur hidup polisi tolong gerak cepat hei game judi online
2025-11-21T05:22:15.000Z,gila ya lagi banyak dirazia link judi online perlu edukasi lebih lanjut,netral,gila ya lagi banyak dirazia tautan judi online perlu edukasi lebih lanjut
2025-11-21T06:08:14.000Z,nipu banget parah game judi online polisi tolong gercep asli,negatif,menipu banget parah game judi online polisi tolong gerak cepat asli
2025-11-21T11:37:51.000Z,jackpot berkali kali link judi online miris info link terbaru,positif,jackpot berkali kali tautan judi online miris informasi tautan terbaru
2025-11-21T13:29:18.000Z,judi online iklan dmn bikin risih isinya settingan semua asli bgt,negatif,judi online iklan dmn bikin tidak nyaman isinya settingan semua asli banget
2025-11-21T14:00:40.000Z,parah situs judi online bikin miskin mendadak woy duit tabungan ludes,negatif,parah situs judi online bikin miskin mendadak hei uang tabungan habis
2025-11-21T14:22:39.000Z,wkwk judi online info dong brantas dong ngerusak masa depan,negatif,tertawa judi online informasi dong berantas dong ngerusak masa depan
2025-11-21T15:36:15.000Z,bikin orang gila jangan sampe nyesel belakangan wah link judi online,negatif,bikin orang gila jangan sampe menyesal belakangan wah tautan judi online
2025-11-21T16:39:51.000Z,guys iklan dmn bikin risih isinya settingan semua situs judi online,negatif,guys iklan dmn bikin tidak nyaman isinya settingan semua situs judi online
2025-11-21T18:37:08.000Z,nipu banget parah fix woy link judi online temen gw ampe jual motor,negatif,menipu banget parah pasti hei tautan judi online temen saya sampai jual motor
2025-11-21T22:25:23.000Z,game judi online tadi liat di tv gila ya lagi banyak dirazia,netral,game judi online tadi lihat di tv gila ya lagi banyak dirazia
2025-11-21T22:27:57.000Z,judi online asli iklan dmn bikin risih bikin orang gila,negatif,judi online asli iklan dmn bikin tidak nyaman bikin orang gila
2025-11-22T00:17:16.000Z,temen gw ampe jual motor judi online woy bikin miskin mendadak,negatif,temen saya sampai jual motor judi online hei bikin miskin mendadak
2025-11-22T00:56:30.000Z,game judi online parah sih pembodohan banget anak bini ga dikasih makan mantap,negatif,game judi online parah sih pembodohan banget anak istri tidak dikasih makan mantap
2025-11-22T01:01:23.000Z,miris judi online wkwk temen gw ampe jual motor bikin miskin mendadak,negatif,miris judi online tertawa temen saya sampai jual motor bikin miskin mendadak
2025-11-22T02:50:12.000Z,parah parah sih judi online pembodohan banget temen gw ampe jual motor,negatif,parah parah sih judi online pembodohan banget temen saya sampai jual motor
2025-11-22T03:56:15.000Z,liat berita orang ampe bundir bgt info dong nipu banget parah game judi online,negatif,lihat berita orang sampai bunuh diri banget informasi dong menipu banget parah game judi online
2025-11-22T03:58:42.000Z,ngerusak masa depan polisi tolong gercep gila ya link judi online,negatif,ngerusak masa depan polisi tolong gerak cepat gila ya tautan judi online
2025-11-22T06:01:00.000Z,temen gw ampe jual motor btw bikin orang gila mantap link judi online,negatif,temen saya sampai jual motor btw bikin orang gila mantap tautan judi online
2025-11-22T08:59:16.000Z,isinya settingan semua game judi online tetangga gw utangnya numpuk parah sih,negatif,isinya settingan semua game judi online tetangga saya utangnya numpuk parah sih
2025-11-22T09:05:57.000Z,iklan dmn bikin risih bener bener situs judi online meresahkan warga,negatif,iklan dmn bikin tidak nyaman benar benar situs judi online meresahkan warga
2025-11-22T09:52:20.000Z,hoki emang ga kemana fix judi online gila ya modal receh menang banyak,positif,untung emang tidak kemana pasti judi online gila ya modal uang kecil menang banyak
2025-11-22T11:09:43.000Z,miris kapok bgt nyoba game judi online ga ada untungnya,negatif,miris jera banget mencoba game judi online tidak ada untungnya
2025-11-22T11:34:46.000Z,miris bikin ancur hidup situs judi online jangan sampe nyesel belakangan,negatif,miris bikin hancur hidup situs judi online jangan sampe menyesal belakangan
2025-11-22T19:36:07.000Z,njir bikin ancur hidup guys game judi online liat berita orang ampe bundir,negatif,waduh bikin hancur hidup guys game judi online lihat berita orang sampai bunuh diri
2025-11-22T21:06:23.000Z,njir brantas dong judi online nipu banget parah miris,negatif,waduh berantas dong judi online menipu banget parah miris
2025-11-22T23:03:13.000Z,fix situs judi online lagi ditindak satgas ada yang tau infonya wah,netral,pasti situs judi online lagi ditindak satgas ada yang tau infonya wah
2025-11-23T00:21:57.000Z,brantas dong woy game judi online pembodohan banget,negatif,berantas dong hei game judi online pembodohan banget
2025-11-23T06:38:09.000Z,judi online cuy parah sih brantas dong bikin ancur hidup,negatif,judi online teman parah sih berantas dong bikin hancur hidup
2025-11-23T07:17:24.000Z,tetangga gw utangnya numpuk bikin miskin mendadak tolong judi online,negatif,tetangga saya utangnya numpuk bikin miskin mendadak tolong judi online
2025-11-23T08:26:27.000Z,ga ada untungnya guys link judi online brantas dong,negatif,tidak ada untungnya guys tautan judi online berantas dong
2025-11-23T08:41:52.000Z,temen gw ampe jual motor btw link judi online njir ngerusak masa depan,negatif,temen saya sampai jual motor btw tautan judi online waduh ngerusak masa depan
2025-11-23T09:58:47.000Z,guys viral di sosial media lagi nyimak beritanya situs judi online,netral,guys viral di sosial media lagi nyimak beritanya situs judi online
2025-11-23T10:27:04.000Z,situs judi online bener bener bikin orang gila gas iklan dmn bikin risih,negatif,situs judi online benar benar bikin orang gila gas iklan dmn bikin tidak nyaman
2025-11-23T12:27:10.000Z,judi online parah sih lagi banyak dirazia penasaran dampaknya gimana,netral,judi online parah sih lagi banyak dirazia penasaran dampaknya gimana
2025-11-23T14:23:22.000Z,ga ada untungnya bgt duit tabungan ludes wah situs judi online,negatif,tidak ada untungnya banget uang tabungan habis wah situs judi online
2025-11-23T15:31:16.000Z,temen gw ampe jual motor situs judi online bgt wah nipu banget parah,negatif,temen saya sampai jual motor situs judi online banget wah menipu banget parah
2025-11-23T17:41:23.000Z,tolong liat berita orang ampe bundir bikin ancur hidup game judi online fix,negatif,tolong lihat berita orang sampai bunuh diri bikin hancur hidup game judi online pasti
2025-11-23T18:16:21.000Z,bikin keluarga berantakan hati hati temen gw ampe jual motor judi online njir,negatif,bikin keluarga berantakan hati hati temen saya sampai jual motor judi online waduh
2025-11-23T18:19:30.000Z,hati hati perlu edukasi lebih lanjut viral di sosial media judi online fix,netral,hati hati perlu edukasi lebih lanjut viral di sosial media judi online pasti
2025-11-23T22:15:43.000Z,mantap ga ada untungnya anak bini ga dikasih makan situs judi online tolong,negatif,mantap tidak ada untungnya anak istri tidak dikasih makan situs judi online tolong
2025-11-24T00:18:51.000Z,bikin keluarga berantakan guys liat berita orang ampe bundir situs judi online,negatif,bikin keluarga berantakan guys lihat berita orang sampai bunuh diri situs judi online
2025-11-24T01:55:03.000Z,jackpot berkali kali guys game judi online hoki emang ga kemana,positif,jackpot berkali kali guys game judi online untung emang tidak kemana
2025-11-24T02:54:36.000Z,situs judi online bikin ancur hidup liat berita orang ampe bundir wah,negatif,situs judi online bikin hancur hidup lihat berita orang sampai bunuh diri wah
2025-11-24T02:58:28.000Z,pembodohan banget polisi tolong gercep wkwk judi online btw,negatif,pembodohan banget polisi tolong gerak cepat tertawa judi online btw
2025-11-24T04:05:43.000Z,cuy hati hati link judi online modal receh menang banyak cek bio sekarang,positif,teman hati hati tautan judi online modal uang kecil menang banyak cek biografi sekarang
2025-11-24T11:01:00.000Z,bgt game judi online kapok bgt nyoba btw bikin keluarga berantakan,negatif,banget game judi online jera banget mencoba btw bikin keluarga berantakan
2025-11-24T14:20:34.000Z,liat berita orang ampe bundir bgt game judi online pembodohan banget guys,negatif,lihat berita orang sampai bunuh diri banget game judi online pembodohan banget guys
2025-11-24T15:04:25.000Z,parah temen gw ampe jual motor parah sih situs judi online pintu masuk pinjol,negatif,parah temen saya sampai jual motor parah sih situs judi online pintu masuk pinjaman online
2025-11-24T15:39:28.000Z,nipu banget parah link judi online bener bener anak bini ga dikasih makan parah,negatif,menipu banget parah tautan judi online benar benar anak istri tidak dikasih makan parah
2025-11-24T16:44:28.000Z,temen gw ampe jual motor gas guys bikin miskin mendadak game judi online,negatif,temen saya sampai jual motor gas guys bikin miskin mendadak game judi online
2025-11-24T17:06:52.000Z,cuy judi online deposit k doang btw adminnya baik banget,positif,teman judi online deposit k doang btw pengelolanya baik banget
2025-11-24T18:01:40.000Z,rekomen banget lah miris lagi gacor parah gas link judi online,positif,rekomen banget lah miris lagi menang terus parah gas tautan judi online
2025-11-24T21:41:49.000Z,parah ga ada untungnya kapok bgt nyoba situs judi online info dong,negatif,parah tidak ada untungnya jera banget mencoba situs judi online informasi dong
2025-11-24T23:42:45.000Z,cuy link judi online jangan sampe nyesel belakangan ngerusak mental miris,negatif,teman tautan judi online jangan sampe menyesal belakangan ngerusak mental miris
2025-11-25T00:06:00.000Z,polisi tolong gercep situs judi online info dong ngerusak mental,negatif,polisi tolong gerak cepat situs judi online informasi dong ngerusak mental
2025-11-25T02:00:33.000Z,gila ya bgt brantas dong pembodohan banget judi online,negatif,gila ya banget berantas dong pembodohan banget judi online
2025-11-25T02:40:08.000Z,game judi online guys jangan sampe nyesel belakangan meresahkan warga,negatif,game judi online guys jangan sampe menyesal belakangan meresahkan warga
2025-11-25T03:20:39.000Z,bikin miskin mendadak info dong game judi online anak bini ga dikasih makan,negatif,bikin miskin mendadak informasi dong game judi online anak istri tidak dikasih makan
2025-11-25T04:07:24.000Z,tolong link judi online iklan dmn bikin risih ngerusak masa depan,negatif,tolong tautan judi online iklan dmn bikin tidak nyaman ngerusak masa depan
2025-11-25T05:42:53.000Z,wd lancar jaya judi online rekomen banget lah njir guys,positif,penarikan dana lancar jaya judi online rekomen banget lah waduh guys
2025-11-25T10:17:44.000Z,pembodohan banget cuy wah polisi tolong gercep link judi online,negatif,pembodohan banget teman wah polisi tolong gerak cepat tautan judi online
2025-11-25T11:13:48.000Z,banyak akun yang kena suspend game judi online wkwk perputarannya gila gilaan parah sih,netral,banyak akun yang kena suspend game judi online tertawa perputarannya gila gilaan parah sih
2025-11-25T13:00:52.000Z,woy kapok bgt nyoba meresahkan warga wkwk situs judi online,negatif,hei jera banget mencoba meresahkan warga tertawa situs judi online
2025-11-25T14:11:05.000Z,info dong game judi online langsung cair ga pake lama server luar negeri,positif,informasi dong game judi online langsung cair tidak pakai lama server luar negeri
2025-11-25T15:02:19.000Z,meresahkan warga anak bini ga dikasih makan game judi online miris,negatif,meresahkan warga anak istri tidak dikasih makan game judi online miris
2025-11-25T17:13:53.000Z,fix judi online wah polisi tolong gercep bikin keluarga berantakan,negatif,pasti judi online wah polisi tolong gerak cepat bikin keluarga berantakan
2025-11-26T06:29:55.000Z,bikin miskin mendadak kapok bgt nyoba mantap game judi online bener bener,negatif,bikin miskin mendadak jera banget mencoba mantap game judi online benar benar
2025-11-26T07:41:32.000Z,ga ada untungnya wah jangan sampe nyesel belakangan gas game judi online,negatif,tidak ada untungnya wah jangan sampe menyesal belakangan gas game judi online
2025-11-26T09:03:05.000Z,modal receh menang banyak njir hoki emang ga kemana guys link judi online,positif,modal uang kecil menang banyak waduh untung emang tidak kemana guys tautan judi online
2025-11-26T11:23:19.000Z,situs judi online bener bener pintu masuk pinjol temen gw ampe jual motor,negatif,situs judi online benar benar pintu masuk pinjaman online temen saya sampai jual motor
2025-11-26T13:01:51.000Z,cuy polisi tolong gercep link judi online bikin miskin mendadak guys,negatif,teman polisi tolong gerak cepat tautan judi online bikin miskin mendadak guys
2025-11-26T13:13:18.000Z,situs judi online iklan dmn bikin risih bener bener wkwk ngerusak masa depan,negatif,situs judi online iklan dmn bikin tidak nyaman benar benar tertawa ngerusak masa depan
2025-11-26T13:14:03.000Z,wkwk judi online bener bener polisi tolong gercep bikin miskin mendadak,negatif,tertawa judi online benar benar polisi tolong gerak cepat bikin miskin mendadak
2025-11-26T17:56:14.000Z,info dong iklan dmn bikin risih judi online fix bikin keluarga berantakan,negatif,informasi dong iklan dmn bikin tidak nyaman judi online pasti bikin keluarga berantakan
2025-11-26T23:00:30.000Z,cuy temen gw ampe jual motor pembodohan banget miris link judi online,negatif,teman temen saya sampai jual motor pembodohan banget miris tautan judi online
2025-11-27T00:06:33.000Z,situs judi online nipu banget parah gila ya kapok bgt nyoba,negatif,situs judi online menipu banget parah gila ya jera banget mencoba
2025-11-27T01:02:41.000Z,tetangga gw utangnya numpuk tolong judi online bikin ancur hidup,negatif,tetangga saya utangnya numpuk tolong judi online bikin hancur hidup
2025-11-27T01:55:39.000Z,gila ya perputarannya gila gilaan tadi liat di tv situs judi online fix,netral,gila ya perputarannya gila gilaan tadi lihat di tv situs judi online pasti
2025-11-27T03:35:40.000Z,anak bini ga dikasih makan wah wkwk judi online ga ada untungnya,negatif,anak istri tidak dikasih makan wah tertawa judi online tidak ada untungnya
2025-11-27T03:54:01.000Z,polisi tolong gercep link judi online miris bikin keluarga berantakan,negatif,polisi tolong gerak cepat tautan judi online miris bikin keluarga berantakan
2025-11-27T07:57:49.000Z,anak bini ga dikasih makan wah situs judi online bikin ancur hidup,negatif,anak istri tidak dikasih makan wah situs judi online bikin hancur hidup
2025-11-27T08:15:53.000Z,lagi gacor parah lumayan bwt jajan game judi online wah,positif,lagi menang terus parah lumayan buat belanja game judi online wah
2025-11-27T08:49:07.000Z,mantap iklan dmn bikin risih bikin orang gila situs judi online info dong,negatif,mantap iklan dmn bikin tidak nyaman bikin orang gila situs judi online informasi dong
2025-11-27T09:51:45.000Z,gas lagi ditindak satgas perlu edukasi lebih lanjut woy situs judi online,netral,gas lagi ditindak satgas perlu edukasi lebih lanjut hei situs judi online
2025-11-27T14:35:14.000Z,bikin orang gila woy anak bini ga dikasih makan game judi online,negatif,bikin orang gila hei anak istri tidak dikasih makan game judi online
2025-11-27T16:07:29.000Z,brantas dong parah sih ngerusak masa depan fix judi online,negatif,berantas dong parah sih ngerusak masa depan pasti judi online
2025-11-27T17:52:56.000Z,situs judi online polisi tolong gercep ga ada untungnya tolong,negatif,situs judi online polisi tolong gerak cepat tidak ada untungnya tolong
2025-11-27T17:53:52.000Z,fix masuk berita nasional ada yang tau infonya wah judi online,netral,pasti masuk berita nasional ada yang tau infonya wah judi online
2025-11-27T18:18:55.000Z,bikin miskin mendadak bgt temen gw ampe jual motor game judi online hati hati,negatif,bikin miskin mendadak banget temen saya sampai jual motor game judi online hati hati
2025-11-27T19:32:00.000Z,bikin keluarga berantakan temen gw ampe jual motor link judi online bgt guys,negatif,bikin keluarga berantakan temen saya sampai jual motor tautan judi online banget guys
2025-11-27T20:10:53.000Z,ga ada untungnya mantap polisi tolong gercep asli game judi online,negatif,tidak ada untungnya mantap polisi tolong gerak cepat asli game judi online
2025-11-27T23:12:55.000Z,link judi online ngerusak masa depan hati hati cuy brantas dong,negatif,tautan judi online ngerusak masa depan hati hati teman berantas dong
2025-11-27T23:28:14.000Z,game judi online liat berita orang ampe bundir gila ya ngerusak masa depan,negatif,game judi online lihat berita orang sampai bunuh diri gila ya ngerusak masa depan
2025-11-28T03:22:33.000Z,jangan sampe nyesel belakangan hati hati bikin miskin mendadak link judi online,negatif,jangan sampe menyesal belakangan hati hati bikin miskin mendadak tautan judi online
2025-11-28T06:50:36.000Z,anak bini ga dikasih makan fix pembodohan banget game judi online btw,negatif,anak istri tidak dikasih makan pasti pembodohan banget game judi online btw
2025-11-28T11:35:14.000Z,iklan dmn bikin risih judi online ga ada untungnya fix info dong,negatif,iklan dmn bikin tidak nyaman judi online tidak ada untungnya pasti informasi dong
2025-11-28T12:07:23.000Z,miris bikin miskin mendadak brantas dong game judi online,negatif,miris bikin miskin mendadak berantas dong game judi online
2025-11-28T14:15:16.000Z,wah ngerusak masa depan temen gw ampe jual motor link judi online,negatif,wah ngerusak masa depan temen saya sampai jual motor tautan judi online
2025-11-28T14:39:41.000Z,polisi tolong gercep game judi online miris ngerusak mental,negatif,polisi tolong gerak cepat game judi online miris ngerusak mental
2025-11-28T14:52:31.000Z,lagi nyimak beritanya lagi rame banget dibahas njir miris game judi online,netral,lagi nyimak beritanya lagi rame banget dibahas waduh miris game judi online
2025-11-28T21:11:23.000Z,tolong polisi tolong gercep game judi online ga ada untungnya njir,negatif,tolong polisi tolong gerak cepat game judi online tidak ada untungnya waduh
2025-11-28T21:36:14.000Z,situs judi online tetangga gw utangnya numpuk pembodohan banget info dong gas,negatif,situs judi online tetangga saya utangnya numpuk pembodohan banget informasi dong gas
2025-11-28T22:24:43.000Z,bikin keluarga berantakan kapok bgt nyoba info dong njir link judi online,negatif,bikin keluarga berantakan jera banget mencoba informasi dong waduh tautan judi online
2025-11-29T00:15:39.000Z,njir link judi online pembodohan banget miris polisi tolong gercep,negatif,waduh tautan judi online pembodohan banget miris polisi tolong gerak cepat
2025-11-29T01:34:28.000Z,temen gw ampe jual motor link judi online ga ada untungnya wkwk parah sih,negatif,temen saya sampai jual motor tautan judi online tidak ada untungnya tertawa parah sih
2025-11-29T01:36:52.000Z,liat berita orang ampe bundir situs judi online nipu banget parah asli,negatif,lihat berita orang sampai bunuh diri situs judi online menipu banget parah asli
2025-11-29T02:40:02.000Z,bikin ancur hidup hati hati mantap judi online jangan sampe nyesel belakangan,negatif,bikin hancur hidup hati hati mantap judi online jangan sampe menyesal belakangan
2025-11-29T04:18:13.000Z,ngerusak mental miris judi online brantas dong mantap,negatif,ngerusak mental miris judi online berantas dong mantap
2025-11-29T06:36:42.000Z,btw masuk berita nasional semoga cepet kelar masalahnya fix game judi online,netral,btw masuk berita nasional semoga cepet selesai masalahnya pasti game judi online
2025-11-29T07:06:05.000Z,btw gas bikin orang gila liat berita orang ampe bundir judi online,negatif,btw gas bikin orang gila lihat berita orang sampai bunuh diri judi online
2025-11-29T07:16:05.000Z,pintu masuk pinjol link judi online miris mantap kapok bgt nyoba,negatif,pintu masuk pinjaman online tautan judi online miris mantap jera banget mencoba
2025-11-29T07:34:10.000Z,btw link judi online bikin keluarga berantakan iklan dmn bikin risih,negatif,btw tautan judi online bikin keluarga berantakan iklan dmn bikin tidak nyaman
2025-11-29T07:37:23.000Z,mantap hati hati game judi online pintu masuk pinjol tetangga gw utangnya numpuk,negatif,mantap hati hati game judi online pintu masuk pinjaman online tetangga saya utangnya numpuk
2025-11-29T12:09:37.000Z,ga ada untungnya link judi online guys brantas dong,negatif,tidak ada untungnya tautan judi online guys berantas dong
2025-11-29T13:18:09.000Z,nipu banget parah iklan dmn bikin risih game judi online hati hati,negatif,menipu banget parah iklan dmn bikin tidak nyaman game judi online hati hati
2025-11-29T15:09:37.000Z,tolong link judi online iklan dmn bikin risih fix nipu banget parah,negatif,tolong tautan judi online iklan dmn bikin tidak nyaman pasti menipu banget parah
2025-11-29T16:00:08.000Z,njir brantas dong bikin ancur hidup miris link judi online,negatif,waduh berantas dong bikin hancur hidup miris tautan judi online
2025-11-29T17:24:58.000Z,judi online gimana cara stopnya penasaran dampaknya gimana miris,netral,judi online gimana cara stopnya penasaran dampaknya gimana miris
